Date,Open,High,Low,Close,Adj Close,Volume,Days
1981-02-10,0.121652,0.12221,0.121652,0.121652,0.094663,18345600,40
1981-02-11,0.118304,0.118304,0.117746,0.117746,0.091624,13843200,41
1981-02-12,0.117188,0.117188,0.116629,0.116629,0.090755,14560000,42
1981-02-13,0.114955,0.114955,0.113839,0.113839,0.088584,11155200,43
1981-02-17,0.116629,0.117188,0.116629,0.116629,0.090755,12275200,44
1981-02-18,0.121652,0.122768,0.121652,0.121652,0.094663,19241600,45
1981-02-19,0.114955,0.114955,0.114397,0.114397,0.089018,22310400,46
1981-02-20,0.108817,0.108817,0.108259,0.108259,0.084242,24371200,47
1981-02-23,0.109933,0.110491,0.109933,0.109933,0.085544,14112000,48
1981-02-24,0.107143,0.107143,0.106027,0.106027,0.082505,16979200,49
1981-02-25,0.112723,0.113281,0.112723,0.112723,0.087715,19488000,50
1981-02-26,0.114397,0.114955,0.114397,0.114397,0.089018,10841600,51
1981-02-27,0.118304,0.11942,0.118304,0.118304,0.092058,14761600,52
1981-03-02,0.118862,0.11942,0.118862,0.118862,0.092492,11760000,53
1981-03-03,0.117746,0.117746,0.117188,0.117188,0.09119,16172800,54
1981-03-04,0.116629,0.116629,0.116071,0.116071,0.090321,13708800,55
1981-03-05,0.116071,0.116071,0.115513,0.115513,0.089886,5376000,56
1981-03-06,0.115513,0.115513,0.114397,0.114397,0.089018,11603200,57
1981-03-09,0.106027,0.106027,0.105469,0.105469,0.082071,15321600,58
1981-03-10,0.101004,0.101004,0.100446,0.100446,0.078162,28380800,59
1981-03-11,0.097656,0.097656,0.09654,0.09654,0.075122,29859200,60
1981-03-12,0.100446,0.101004,0.100446,0.100446,0.078162,59248000,61
1981-03-13,0.099888,0.099888,0.09933,0.09933,0.077293,231302400,62
1981-03-16,0.103237,0.104353,0.103237,0.103237,0.080334,37228800,63
1981-03-17,0.108259,0.109375,0.108259,0.108259,0.084242,43747200,64
1981-03-18,0.114955,0.116071,0.114955,0.114955,0.089452,36937600,65
1981-03-19,0.114397,0.114397,0.113839,0.113839,0.088584,37811200,66
1981-03-20,0.114955,0.116071,0.114955,0.114955,0.089452,14604800,67
1981-03-23,0.11942,0.120536,0.11942,0.11942,0.092927,22019200,68
1981-03-24,0.11942,0.11942,0.118862,0.118862,0.092492,28156800,69
1981-03-25,0.117746,0.117746,0.116629,0.116629,0.090755,7056000,70
1981-03-26,0.114955,0.114955,0.114397,0.114397,0.089018,12275200,71
1981-03-27,0.111049,0.111049,0.110491,0.110491,0.085978,12252800,72
1981-03-30,0.110491,0.111607,0.110491,0.110491,0.085978,9900800,73
1981-03-31,0.110491,0.110491,0.109375,0.109375,0.08511,15993600,74
1981-04-01,0.108817,0.108817,0.108259,0.108259,0.084242,34070400,75
1981-04-02,0.117746,0.118304,0.117746,0.117746,0.091624,31404800,76
1981-04-03,0.118304,0.118862,0.118304,0.118304,0.092058,16486400,77
1981-04-06,0.116629,0.116629,0.116071,0.116071,0.090321,22803200,78
1981-04-07,0.115513,0.115513,0.114955,0.114955,0.089452,10684800,79
1981-04-08,0.120536,0.121652,0.120536,0.120536,0.093795,21952000,80
1981-04-09,0.122768,0.123326,0.122768,0.122768,0.095532,12499200,81
1981-04-10,0.124442,0.125,0.124442,0.124442,0.096834,33465600,82
1981-04-13,0.124442,0.125,0.124442,0.124442,0.096834,16060800,83
1981-04-14,0.124442,0.125,0.124442,0.124442,0.096834,6652800,84
1981-04-15,0.118862,0.118862,0.118304,0.118304,0.092058,34048000,85
1981-04-16,0.112165,0.112165,0.111607,0.111607,0.086847,23878400,86
1981-04-20,0.114955,0.115513,0.114955,0.114955,0.089452,35347200,87
1981-04-21,0.122768,0.123326,0.122768,0.122768,0.095532,28537600,88
1981-04-22,0.127232,0.12779,0.127232,0.127232,0.099005,18995200,89
1981-04-23,0.13058,0.131138,0.13058,0.13058,0.101611,58016000,90
1981-04-24,0.13058,0.13058,0.129464,0.129464,0.100742,35056000,91
1981-04-27,0.128906,0.128906,0.128348,0.128348,0.099874,38528000,92
1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098137,32188800,93
1981-04-29,0.125,0.125,0.124442,0.124442,0.096834,13641600,94
1981-04-30,0.126674,0.12779,0.126674,0.126674,0.098571,12611200,95
1981-05-01,0.126674,0.12779,0.126674,0.126674,0.098571,16553600,96
1981-05-04,0.126674,0.126674,0.126116,0.126116,0.098137,14448000,97
1981-05-05,0.126116,0.126116,0.125558,0.125558,0.097703,17539200,98
1981-05-06,0.122768,0.122768,0.12221,0.12221,0.095098,18950400,99
1981-05-07,0.123884,0.124442,0.123884,0.123884,0.0964,9363200,100
1981-05-08,0.125,0.125558,0.125,0.125,0.097269,7907200,101
1981-05-11,0.122768,0.122768,0.12221,0.12221,0.095098,11939200,102
1981-05-12,0.12221,0.123884,0.12221,0.12221,0.095098,4256000,103
1981-05-13,0.12221,0.123326,0.121652,0.121652,0.094663,4905600,104
1981-05-14,0.121094,0.121094,0.119978,0.119978,0.093361,4928000,105
1981-05-15,0.122768,0.124442,0.122768,0.122768,0.095532,4905600,106
1981-05-18,0.125,0.126116,0.125,0.125,0.097269,4166400,107
1981-05-19,0.123326,0.123326,0.122768,0.122768,0.095532,25424000,108
1981-05-20,0.126674,0.12779,0.126674,0.126674,0.098571,13283200,109
1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104217,32211200,110
1981-05-22,0.140067,0.141183,0.140067,0.140067,0.108993,31427200,111
1981-05-26,0.140067,0.140067,0.139509,0.139509,0.108559,85344000,112
1981-05-27,0.147321,0.147879,0.147321,0.147321,0.114638,149497600,113
1981-05-28,0.147321,0.147879,0.147321,0.147321,0.114638,73987200,114
1981-05-29,0.147879,0.148438,0.147879,0.147879,0.115072,59382400,115
1981-06-01,0.147879,0.148438,0.147879,0.147879,0.115072,51251200,116
1981-06-02,0.141183,0.141183,0.140625,0.140625,0.109427,40432000,117
1981-06-03,0.140625,0.141741,0.140625,0.140625,0.109427,39446400,118
1981-06-04,0.143415,0.143973,0.143415,0.143415,0.111598,56067200,119
1981-06-05,0.141741,0.141741,0.141183,0.141183,0.109861,57680000,120
1981-06-08,0.136719,0.136719,0.136161,0.136161,0.105953,93497600,121
1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108125,119593600,122
1981-06-10,0.140625,0.142299,0.140625,0.140625,0.109427,25222400,123
1981-06-11,0.146763,0.147321,0.146763,0.146763,0.114203,38976000,124
1981-06-12,0.145647,0.145647,0.145089,0.145089,0.112901,25804800,125
1981-06-15,0.145089,0.145089,0.144531,0.144531,0.112467,143763200,126
1981-06-16,0.142299,0.142299,0.141741,0.141741,0.110296,37251200,127
1981-06-17,0.140067,0.140067,0.139509,0.139509,0.108559,27574400,128
1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108125,23049600,129
1981-06-19,0.135603,0.135603,0.135045,0.135045,0.105085,27507200,130
1981-06-22,0.13058,0.13058,0.130022,0.130022,0.101176,10841600,131
1981-06-23,0.132254,0.133371,0.132254,0.132254,0.102913,15030400,132
1981-06-24,0.130022,0.130022,0.128906,0.128906,0.100308,23027200,133
1981-06-25,0.131696,0.132254,0.131696,0.131696,0.102479,24259200,134
1981-06-26,0.131138,0.131138,0.130022,0.130022,0.101176,23788800,135
1981-06-29,0.126674,0.126674,0.125558,0.125558,0.097703,10595200,136
1981-06-30,0.116629,0.116629,0.116071,0.116071,0.090321,35907200,137
1981-07-01,0.115513,0.115513,0.114955,0.114955,0.089452,170464000,138
1981-07-02,0.114955,0.115513,0.114955,0.114955,0.089452,30284800,139
1981-07-06,0.112165,0.112165,0.111049,0.111049,0.086413,16531200,140
1981-07-07,0.112165,0.113281,0.112165,0.112165,0.087281,15836800,141
1981-07-08,0.116629,0.117188,0.116629,0.116629,0.090755,16620800,142
1981-07-09,0.108259,0.108259,0.107701,0.107701,0.083807,32883200,143
1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077293,55171200,144
1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079031,45740800,145
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.082505,19779200,146
1981-07-15,0.108817,0.109375,0.108817,0.108817,0.084676,10953600,147
1981-07-16,0.111607,0.112723,0.111607,0.111607,0.086847,15232000,148
1981-07-17,0.115513,0.116071,0.115513,0.115513,0.089886,19824000,149
1981-07-20,0.108259,0.108259,0.107701,0.107701,0.083807,23654400,150
1981-07-21,0.107701,0.107701,0.107143,0.107143,0.083373,31942400,151
1981-07-22,0.102121,0.102121,0.101004,0.101004,0.078596,22668800,152
1981-07-23,0.103795,0.104353,0.103795,0.103795,0.080768,34451200,153
1981-07-24,0.107143,0.107701,0.107143,0.107143,0.083373,28851200,154
1981-07-27,0.111607,0.112165,0.111607,0.111607,0.086847,17337600,155
1981-07-28,0.108259,0.108259,0.107701,0.107701,0.083807,22848000,156
1981-07-29,0.106585,0.106585,0.106027,0.106027,0.082505,15500800,157
1981-07-30,0.109933,0.111049,0.109933,0.109933,0.085544,9900800,158
1981-07-31,0.111607,0.112165,0.111607,0.111607,0.086847,10953600,159
1981-08-03,0.111607,0.111607,0.110491,0.110491,0.085978,12432000,160
1981-08-04,0.112165,0.112723,0.112165,0.112165,0.087281,31673600,161
1981-08-05,0.115513,0.116071,0.115513,0.115513,0.089886,17494400,162
1981-08-06,0.113281,0.113281,0.112723,0.112723,0.087715,10528000,163
1981-08-07,0.112723,0.113281,0.112723,0.112723,0.087715,9206400,164
1981-08-10,0.112723,0.112723,0.112723,0.112723,0.087715,0,165
1981-08-11,0.110491,0.110491,0.109375,0.109375,0.08511,71456000,166
1981-08-12,0.107701,0.107701,0.107143,0.107143,0.083373,26275200,167
1981-08-13,0.104353,0.104353,0.103795,0.103795,0.080768,27484800,168
1981-08-14,0.103237,0.103237,0.102121,0.102121,0.079465,24192000,169
1981-08-17,0.099888,0.099888,0.098772,0.098772,0.076859,18905600,170
1981-08-18,0.097656,0.097656,0.09654,0.09654,0.075122,17001600,171
1981-08-19,0.09654,0.09654,0.095424,0.095424,0.074254,20675200,172
1981-08-20,0.09654,0.097098,0.09654,0.09654,0.075122,17113600,173
1981-08-21,0.09096,0.09096,0.089844,0.089844,0.069912,41910400,174
1981-08-24,0.084821,0.084821,0.084263,0.084263,0.065569,23072000,175
1981-08-25,0.086496,0.087054,0.086496,0.086496,0.067307,40700800,176
1981-08-26,0.085379,0.085379,0.084821,0.084821,0.066003,33600000,177
1981-08-27,0.085379,0.085938,0.085379,0.085379,0.066438,25916800,178
1981-08-28,0.089844,0.090402,0.089844,0.089844,0.069912,38035200,179
1981-08-31,0.089844,0.090402,0.089844,0.089844,0.069912,40947200,180
1981-09-01,0.095424,0.095982,0.095424,0.095424,0.074254,37027200,181
1981-09-02,0.097098,0.097656,0.097098,0.097098,0.075557,19376000,182
1981-09-03,0.093192,0.093192,0.092076,0.092076,0.071649,37475200,183
1981-09-04,0.091518,0.091518,0.09096,0.09096,0.07078,15254400,184
1981-09-08,0.088728,0.088728,0.08817,0.08817,0.068609,25446400,185
1981-09-09,0.08817,0.088728,0.08817,0.08817,0.068609,30531200,186
1981-09-10,0.088728,0.089286,0.088728,0.088728,0.069044,34809600,187
1981-09-11,0.08817,0.08817,0.087612,0.087612,0.068175,17539200,188
1981-09-14,0.085379,0.085379,0.084821,0.084821,0.066003,27686400,189
1981-09-15,0.083147,0.083147,0.082589,0.082589,0.064267,19510400,190
1981-09-16,0.081473,0.081473,0.080915,0.080915,0.062964,19353600,191
1981-09-17,0.079241,0.079241,0.078683,0.078683,0.061227,19376000,192
1981-09-18,0.079241,0.079799,0.079241,0.079241,0.061661,26320000,193
1981-09-21,0.079799,0.080357,0.079799,0.079799,0.062095,49033600,194
1981-09-22,0.075893,0.075893,0.075335,0.075335,0.058622,47420800,195
1981-09-23,0.074777,0.074777,0.073661,0.073661,0.057319,28201600,196
1981-09-24,0.073661,0.073661,0.073103,0.073103,0.056885,18300800,197
1981-09-25,0.064732,0.064732,0.063616,0.063616,0.049503,34608000,198
1981-09-28,0.064174,0.064732,0.064174,0.064174,0.049937,91728000,199
1981-09-29,0.067522,0.06808,0.067522,0.067522,0.052542,94684800,200
1981-09-30,0.06808,0.068638,0.06808,0.06808,0.052976,49996800,201
1981-10-01,0.06808,0.068638,0.06808,0.06808,0.052976,61129600,202
1981-10-02,0.073661,0.074219,0.073661,0.073661,0.057319,45046400,203
1981-10-05,0.075893,0.077009,0.075893,0.075893,0.059056,43097600,204
1981-10-06,0.075893,0.075893,0.075335,0.075335,0.058622,28358400,205
1981-10-07,0.079799,0.080915,0.079799,0.079799,0.062095,38841600,206
1981-10-08,0.082589,0.083147,0.082589,0.082589,0.064267,31091200,207
1981-10-09,0.083147,0.084263,0.083147,0.083147,0.064701,54521600,208
1981-10-12,0.085938,0.086496,0.085938,0.085938,0.066873,27350400,209
1981-10-13,0.085938,0.087054,0.085938,0.085938,0.066873,44195200,210
1981-10-14,0.081473,0.081473,0.080915,0.080915,0.062964,30979200,211
1981-10-15,0.082589,0.083147,0.082589,0.082589,0.064267,29433600,212
1981-10-16,0.082031,0.082031,0.081473,0.081473,0.063398,36467200,213
1981-10-19,0.083147,0.083705,0.083147,0.083147,0.064701,20585600,214
1981-10-20,0.087612,0.08817,0.087612,0.087612,0.068175,35728000,215
1981-10-21,0.087612,0.08817,0.087612,0.087612,0.068175,76899200,216
1981-10-22,0.087612,0.087612,0.087054,0.087054,0.067741,32278400,217
1981-10-23,0.085379,0.085379,0.084821,0.084821,0.066003,27910400,218
1981-10-26,0.084821,0.085379,0.084821,0.084821,0.066003,27283200,219
1981-10-27,0.086496,0.087612,0.086496,0.086496,0.067307,85590400,220
1981-10-28,0.089286,0.089844,0.089286,0.089286,0.069478,44172800,221
1981-10-29,0.088728,0.088728,0.08817,0.08817,0.068609,30486400,222
1981-10-30,0.089286,0.089844,0.089286,0.089286,0.069478,52729600,223
1981-11-02,0.089286,0.089844,0.089286,0.089286,0.069478,36915200,224
1981-11-03,0.088728,0.088728,0.08817,0.08817,0.068609,28380800,225
1981-11-04,0.086496,0.086496,0.085938,0.085938,0.066873,23811200,226
1981-11-05,0.080357,0.080357,0.079799,0.079799,0.062095,23363200,227
1981-11-06,0.080357,0.080915,0.080357,0.080357,0.06253,24595200,228
1981-11-09,0.081473,0.082031,0.081473,0.081473,0.063398,20384000,229
1981-11-10,0.082031,0.082589,0.082031,0.082031,0.063832,16755200,230
1981-11-11,0.084263,0.084821,0.084263,0.084263,0.065569,27440000,231
1981-11-12,0.087054,0.087612,0.087054,0.087054,0.067741,39916800,232
1981-11-13,0.081473,0.081473,0.080915,0.080915,0.062964,21011200,233
1981-11-16,0.080357,0.080357,0.079799,0.079799,0.062095,22556800,234
1981-11-17,0.081473,0.082031,0.081473,0.081473,0.063398,35414400,235
1981-11-18,0.084263,0.084821,0.084263,0.084263,0.065569,29142400,236
1981-11-19,0.084263,0.084821,0.084263,0.084263,0.065569,40006400,237
1981-11-20,0.084821,0.085379,0.084821,0.084821,0.066003,38102400,238
1981-11-23,0.082031,0.082031,0.080915,0.080915,0.062964,22960000,239
1981-11-24,0.080915,0.080915,0.080357,0.080357,0.06253,22153600,240
1981-11-25,0.082031,0.082589,0.082031,0.082031,0.063832,52550400,241
1981-11-27,0.084263,0.084821,0.084263,0.084263,0.065569,37251200,242
1981-11-30,0.083705,0.083705,0.083147,0.083147,0.064701,23968000,243
1981-12-01,0.083147,0.083705,0.083147,0.083147,0.064701,23385600,244
1981-12-02,0.083705,0.084263,0.083705,0.083705,0.065135,37564800,245
1981-12-03,0.083147,0.083147,0.082589,0.082589,0.064267,20428800,246
1981-12-04,0.084821,0.085379,0.084821,0.084821,0.066003,137155200,247
1981-12-07,0.085379,0.085938,0.085379,0.085379,0.066438,59292800,248
1981-12-08,0.084821,0.084821,0.083705,0.083705,0.065135,50624000,249
1981-12-09,0.084263,0.084821,0.084263,0.084263,0.065569,34272000,250
1981-12-10,0.084263,0.084821,0.084263,0.084263,0.065569,37408000,251
1981-12-11,0.084263,0.084821,0.083705,0.083705,0.065135,76092800,252
1981-12-14,0.082031,0.082031,0.080915,0.080915,0.062964,25244800,253
1981-12-15,0.083147,0.083705,0.083147,0.083147,0.064701,31315200,254
1981-12-16,0.087054,0.087612,0.087054,0.087054,0.067741,65452800,255
1981-12-17,0.094308,0.094866,0.094308,0.094308,0.073386,51452800,256
1981-12-18,0.102121,0.102679,0.102121,0.102121,0.079465,71724800,257
1981-12-21,0.098214,0.098214,0.097656,0.097656,0.075991,56403200,258
1981-12-22,0.09933,0.099888,0.09933,0.09933,0.077293,53827200,259
1981-12-23,0.097656,0.097656,0.097098,0.097098,0.075557,28896000,260
1981-12-24,0.097656,0.098214,0.097656,0.097656,0.075991,28918400,261
1981-12-28,0.094308,0.094308,0.093192,0.093192,0.072517,36579200,262
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.07382,24236800,263
1981-12-30,0.098772,0.09933,0.098772,0.098772,0.076859,32188800,264
1981-12-31,0.098772,0.09933,0.098772,0.098772,0.076859,54656000,265
1982-01-04,0.098772,0.098772,0.098214,0.098214,0.076425,71254400,266
1982-01-05,0.094308,0.094308,0.093192,0.093192,0.072517,35840000,267
1982-01-06,0.092634,0.092634,0.092076,0.092076,0.071649,66080000,268
1982-01-07,0.085938,0.085938,0.084821,0.084821,0.066003,70044800,269
1982-01-08,0.088728,0.089286,0.088728,0.088728,0.069044,56604800,270
1982-01-11,0.083705,0.083705,0.083147,0.083147,0.064701,33331200,271
1982-01-12,0.080915,0.080915,0.080357,0.080357,0.06253,59920000,272
1982-01-13,0.080357,0.080357,0.079799,0.079799,0.062095,41753600,273
1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065135,25715200,274
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.069478,46704000,275
1982-01-18,0.09096,0.092076,0.09096,0.09096,0.07078,28000000,276
1982-01-19,0.089844,0.089844,0.088728,0.088728,0.069044,55507200,277
1982-01-20,0.090402,0.09096,0.090402,0.090402,0.070346,25827200,278
1982-01-21,0.092076,0.092634,0.092076,0.092076,0.071649,33331200,279
1982-01-22,0.092634,0.093192,0.092634,0.092634,0.072083,24259200,280
1982-01-25,0.090402,0.090402,0.089844,0.089844,0.069912,44710400,281
1982-01-26,0.087612,0.087612,0.086496,0.086496,0.067307,21212800,282
1982-01-27,0.087054,0.08817,0.087054,0.087054,0.067741,31360000,283
1982-01-28,0.089844,0.090402,0.089844,0.089844,0.069912,39603200,284
1982-01-29,0.09096,0.091518,0.09096,0.09096,0.07078,53155200,285
1982-02-01,0.09096,0.09096,0.089844,0.089844,0.069912,38528000,286
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.070346,54275200,287
1982-02-03,0.090402,0.09096,0.090402,0.090402,0.070346,31472000,288
1982-02-04,0.088728,0.088728,0.08817,0.08817,0.068609,22041600,289
1982-02-05,0.08817,0.088728,0.08817,0.08817,0.068609,40297600,290
1982-02-08,0.083147,0.083147,0.082589,0.082589,0.064267,31696000,291
1982-02-09,0.082589,0.083147,0.082589,0.082589,0.064267,57904000,292
1982-02-10,0.083705,0.084263,0.083705,0.083705,0.065135,38796800,293
1982-02-11,0.083147,0.083147,0.082589,0.082589,0.064267,24528000,294
1982-02-12,0.083705,0.084263,0.083705,0.083705,0.065135,19644800,295
1982-02-16,0.082589,0.082589,0.082031,0.082031,0.063832,34316800,296
1982-02-17,0.083147,0.083705,0.083147,0.083147,0.064701,25580800,297
1982-02-18,0.084263,0.084821,0.084263,0.084263,0.065569,28380800,298
1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065135,13596800,299
1982-02-22,0.083147,0.083147,0.082589,0.082589,0.064267,26633600,300
1982-02-23,0.082031,0.082031,0.081473,0.081473,0.063398,34540800,301
1982-02-24,0.082031,0.082589,0.082031,0.082031,0.063832,37945600,302
1982-02-25,0.082031,0.082031,0.081473,0.081473,0.063398,30800000,303
1982-02-26,0.081473,0.082031,0.081473,0.081473,0.063398,17427200,304
1982-03-01,0.082031,0.082589,0.082031,0.082031,0.063832,35302400,305
1982-03-02,0.082031,0.082589,0.082031,0.082031,0.063832,34809600,306
1982-03-03,0.082031,0.082589,0.082031,0.082031,0.063832,23654400,307
1982-03-04,0.080915,0.080915,0.080357,0.080357,0.06253,38371200,308
1982-03-05,0.074777,0.074777,0.074219,0.074219,0.057753,45315200,309
1982-03-08,0.073661,0.073661,0.073103,0.073103,0.056885,35145600,310
1982-03-09,0.073661,0.074219,0.073661,0.073661,0.057319,52505600,311
1982-03-10,0.073103,0.073103,0.072545,0.072545,0.056451,86934400,312
1982-03-11,0.072545,0.073661,0.072545,0.072545,0.056451,22579200,313
1982-03-12,0.068638,0.068638,0.06808,0.06808,0.052976,46547200,314
1982-03-15,0.06808,0.06808,0.067522,0.067522,0.052542,51363200,315
1982-03-16,0.066964,0.066964,0.066406,0.066406,0.051674,47152000,316
1982-03-17,0.063616,0.063616,0.063058,0.063058,0.049068,50489600,317
1982-03-18,0.06808,0.068638,0.06808,0.06808,0.052976,56336000,318
1982-03-19,0.074219,0.074777,0.074219,0.074219,0.057753,65811200,319
1982-03-22,0.079799,0.080357,0.079799,0.079799,0.062095,69193600,320
1982-03-23,0.079241,0.079241,0.078683,0.078683,0.061227,55955200,321
1982-03-24,0.074777,0.074777,0.074219,0.074219,0.057753,51609600,322
1982-03-25,0.074219,0.074219,0.073661,0.073661,0.057319,84112000,323
1982-03-26,0.073103,0.073103,0.072545,0.072545,0.056451,50780800,324
1982-03-29,0.074219,0.074777,0.074219,0.074219,0.057753,67603200,325
1982-03-30,0.075335,0.075893,0.075335,0.075335,0.058622,77952000,326
1982-03-31,0.075335,0.075893,0.075335,0.075335,0.058622,50153600,327
1982-04-01,0.079241,0.079799,0.079241,0.079241,0.061661,59136000,328
1982-04-02,0.079241,0.079799,0.079241,0.079241,0.061661,84806400,329
1982-04-05,0.079241,0.079799,0.079241,0.079241,0.061661,86643200,330
1982-04-06,0.079241,0.079241,0.078683,0.078683,0.061227,71590400,331
1982-04-07,0.078125,0.078125,0.077567,0.077567,0.060359,29097600,332
1982-04-08,0.078125,0.078683,0.078125,0.078125,0.060793,23990400,333
1982-04-12,0.078125,0.078683,0.077567,0.077567,0.060359,44307200,334
1982-04-13,0.071987,0.071987,0.071429,0.071429,0.055582,85299200,335
1982-04-14,0.071987,0.072545,0.071987,0.071987,0.056017,113590400,336
1982-04-15,0.073103,0.073661,0.073103,0.073103,0.056885,164281600,337
1982-04-16,0.075335,0.075893,0.075335,0.075335,0.058622,104048000,338
1982-04-19,0.074777,0.074777,0.073661,0.073661,0.057319,41283200,339
1982-04-20,0.070871,0.070871,0.070313,0.070313,0.054714,80550400,340
1982-04-21,0.070313,0.070313,0.069754,0.069754,0.054279,73024000,341
1982-04-22,0.069196,0.069196,0.068638,0.068638,0.053411,52595200,342
1982-04-23,0.068638,0.069196,0.068638,0.068638,0.053411,48294400,343
1982-04-26,0.070313,0.070871,0.070313,0.070313,0.054714,57926400,344
1982-04-27,0.068638,0.068638,0.06808,0.06808,0.052976,70268800,345
1982-04-28,0.065848,0.065848,0.06529,0.06529,0.050805,99232000,346
1982-04-29,0.06529,0.065848,0.06529,0.06529,0.050805,82230400,347
1982-04-30,0.065848,0.066406,0.065848,0.065848,0.05124,277401600,348
1982-05-03,0.06808,0.068638,0.06808,0.06808,0.052976,82700800,349
1982-05-04,0.070313,0.070871,0.070313,0.070313,0.054714,73987200,350
1982-05-05,0.070313,0.070313,0.069196,0.069196,0.053845,53939200,351
1982-05-06,0.071429,0.071987,0.071429,0.071429,0.055582,75465600,352
1982-05-07,0.072545,0.073103,0.072545,0.072545,0.056451,84716800,353
1982-05-10,0.071987,0.071987,0.071429,0.071429,0.055582,31606400,354
1982-05-11,0.069754,0.069754,0.069196,0.069196,0.053845,103017600,355
1982-05-12,0.06808,0.06808,0.067522,0.067522,0.052542,71008000,356
1982-05-13,0.06808,0.068638,0.06808,0.06808,0.052976,54454400,357
1982-05-14,0.066406,0.066406,0.06529,0.06529,0.050805,95737600,358
1982-05-17,0.064732,0.064732,0.064174,0.064174,0.049937,76204800,359
1982-05-18,0.063616,0.063616,0.063058,0.063058,0.049068,122035200,360
1982-05-19,0.063058,0.063058,0.0625,0.0625,0.048634,75286400,361
1982-05-20,0.063058,0.063616,0.063058,0.063058,0.049068,27619200,362
1982-05-21,0.063616,0.064174,0.063616,0.063616,0.049503,38841600,363
1982-05-24,0.064174,0.064732,0.064174,0.064174,0.049937,31987200,364
1982-05-25,0.064174,0.064732,0.064174,0.064174,0.049937,51564800,365
1982-05-26,0.064174,0.064174,0.063616,0.063616,0.049503,43276800,366
